Incident_ID,Date,Location,Department,Object_Type,Severity,Incident_Count,Shift,Inspection_Type,Weather_Condition
291,2023-01-13 02:00:00,Hangar,Quality,Plastic,Low,2,Morning,Routine,Humid
292,2023-01-13 03:00:00,Runway,Quality,Tools,Medium,1,Morning,Random,Humid
293,2023-01-13 04:00:00,Runway,Quality,Plastic,Low,1,Morning,Routine,Dusty
294,2023-01-13 05:00:00,Assembly Line,Production,Plastic,Low,1,Night,Audit,Dusty
295,2023-01-13 06:00:00,Assembly Line,Production,Rubber,High,7,Evening,Routine,Clear
296,2023-01-13 07:00:00,Warehouse,Maintenance,Plastic,High,3,Evening,Routine,Humid
297,2023-01-13 08:00:00,Warehouse,Logistics,Metal Scrap,Medium,2,Morning,Routine,Clear
298,2023-01-13 09:00:00,Hangar,Logistics,Metal Scrap,High,4,Evening,Routine,Humid
299,2023-01-13 10:00:00,Assembly Line,Maintenance,Tools,Medium,4,Morning,Random,Rainy
300,2023-01-13 11:00:00,Runway,Production,Plastic,Low,5,Evening,Random,Dusty
301,2023-01-13 12:00:00,Warehouse,Maintenance,Metal Scrap,Medium,1,Evening,Audit,Clear
302,2023-01-13 13:00:00,Warehouse,Quality,Metal Scrap,Low,5,Morning,Random,Clear
303,2023-01-13 14:00:00,Runway,Quality,Glass,High,1,Morning,Routine,Dusty
304,2023-01-13 15:00:00,Warehouse,Logistics,Tools,Low,1,Evening,Random,Clear
305,2023-01-13 16:00:00,Hangar,Production,Metal Scrap,Medium,6,Night,Random,Clear
306,2023-01-13 17:00:00,Assembly Line,Logistics,Metal Scrap,Medium,2,Morning,Routine,Clear
307,2023-01-13 18:00:00,Runway,Maintenance,Rubber,Medium,6,Morning,Audit,Clear
308,2023-01-13 19:00:00,Assembly Line,Logistics,Rubber,Low,2,Evening,Routine,Clear
309,2023-01-13 20:00:00,Warehouse,Logistics,Plastic,Medium,2,Morning,Routine,Clear
310,2023-01-13 21:00:00,Warehouse,Quality,Tools,Medium,2,Morning,Routine,Clear
311,2023-01-13 22:00:00,Runway,Logistics,Glass,Medium,1,Evening,Audit,Humid
312,2023-01-13 23:00:00,Hangar,Maintenance,Metal Scrap,Low,2,Morning,Random,Humid
313,2023-01-14 00:00:00,Taxiway,Production,Tools,Low,1,Morning,Routine,Dusty
314,2023-01-14 01:00:00,Runway,Logistics,Metal Scrap,Low,5,Night,Routine,Clear
315,2023-01-14 02:00:00,Taxiway,Production,Tools,Low,5,Morning,Routine,Dusty
316,2023-01-14 03:00:00,Taxiway,Maintenance,Tools,High,4,Night,Routine,Humid
317,2023-01-14 04:00:00,Hangar,Logistics,Rubber,Medium,1,Evening,Routine,Clear
318,2023-01-14 05:00:00,Taxiway,Production,Tools,Medium,1,Morning,Routine,Clear
319,2023-01-14 06:00:00,Taxiway,Quality,Rubber,Medium,2,Evening,Random,Clear
320,2023-01-14 07:00:00,Hangar,Quality,Plastic,Low,2,Morning,Routine,Humid
321,2023-01-14 08:00:00,Taxiway,Maintenance,Metal Scrap,Low,7,Morning,Random,Clear
322,2023-01-14 09:00:00,Taxiway,Logistics,Glass,Medium,4,Morning,Audit,Humid
323,2023-01-14 10:00:00,Taxiway,Maintenance,Plastic,Low,2,Evening,Random,Clear
324,2023-01-14 11:00:00,Runway,Production,Tools,Low,3,Morning,Random,Dusty
325,2023-01-14 12:00:00,Runway,Production,Metal Scrap,Low,3,Morning,Routine,Clear
326,2023-01-14 13:00:00,Runway,Maintenance,Plastic,Low,3,Morning,Audit,Clear
327,2023-01-14 14:00:00,Hangar,Production,Metal Scrap,Low,8,Night,Routine,Dusty
328,2023-01-14 15:00:00,Warehouse,Maintenance,Metal Scrap,Medium,8,Night,Routine,Humid
329,2023-01-14 16:00:00,Taxiway,Maintenance,Metal Scrap,Medium,6,Morning,Audit,Clear
330,2023-01-14 17:00:00,Taxiway,Quality,Tools,Low,4,Evening,Routine,Clear
331,2023-01-14 18:00:00,Hangar,Production,Plastic,Low,3,Morning,Routine,Rainy
332,2023-01-14 19:00:00,Taxiway,Maintenance,Plastic,Low,1,Morning,Routine,Dusty
333,2023-01-14 20:00:00,Runway,Quality,Metal Scrap,Low,8,Morning,Routine,Clear
334,2023-01-14 21:00:00,Warehouse,Maintenance,Plastic,Low,5,Evening,Audit,Rainy
335,2023-01-14 22:00:00,Assembly Line,Production,Tools,Medium,4,Night,Random,Humid
336,2023-01-14 23:00:00,Taxiway,Quality,Metal Scrap,Low,3,Evening,Routine,Clear
337,2023-01-15 00:00:00,Runway,Production,Metal Scrap,Medium,1,Morning,Random,Clear
338,2023-01-15 01:00:00,Assembly Line,Logistics,Plastic,Medium,1,Evening,Random,Clear
339,2023-01-15 02:00:00,Warehouse,Logistics,Plastic,High,2,Morning,Routine,Rainy
340,2023-01-15 03:00:00,Assembly Line,Logistics,Metal Scrap,Low,2,Morning,Routine,Clear
341,2023-01-15 04:00:00,Runway,Logistics,Metal Scrap,Low,3,Night,Routine,Humid
342,2023-01-15 05:00:00,Assembly Line,Quality,Metal Scrap,Low,5,Evening,Routine,Clear
343,2023-01-15 06:00:00,Hangar,Production,Plastic,High,1,Morning,Audit,Clear
344,2023-01-15 07:00:00,Assembly Line,Maintenance,Rubber,Low,3,Evening,Random,Clear
345,2023-01-15 08:00:00,Taxiway,Maintenance,Tools,High,2,Night,Random,Clear
346,2023-01-15 09:00:00,Taxiway,Maintenance,Metal Scrap,Low,1,Evening,Routine,Dusty
347,2023-01-15 10:00:00,Hangar,Production,Tools,Low,1,Morning,Audit,Clear
348,2023-01-15 11:00:00,Runway,Quality,Glass,Medium,6,Evening,Random,Clear
349,2023-01-15 12:00:00,Taxiway,Production,Rubber,Low,4,Night,Random,Dusty
350,2023-01-15 13:00:00,Warehouse,Logistics,Glass,High,6,Evening,Audit,Clear
351,2023-01-15 14:00:00,Taxiway,Maintenance,Plastic,Low,2,Night,Random,Clear
352,2023-01-15 15:00:00,Taxiway,Production,Tools,Medium,1,Evening,Routine,Clear
353,2023-01-15 16:00:00,Runway,Logistics,Rubber,Low,1,Evening,Routine,Dusty
354,2023-01-15 17:00:00,Assembly Line,Logistics,Rubber,Low,2,Evening,Routine,Dusty
355,2023-01-15 18:00:00,Taxiway,Quality,Metal Scrap,Medium,3,Evening,Routine,Clear
356,2023-01-15 19:00:00,Hangar,Maintenance,Plastic,Medium,4,Night,Routine,Dusty
357,2023-01-15 20:00:00,Assembly Line,Production,Rubber,Medium,1,Evening,Random,Clear
358,2023-01-15 21:00:00,Warehouse,Logistics,Rubber,Low,1,Evening,Routine,Humid
359,2023-01-15 22:00:00,Runway,Logistics,Plastic,Medium,2,Evening,Routine,Dusty
360,2023-01-15 23:00:00,Warehouse,Maintenance,Tools,Low,1,Evening,Routine,Dusty
361,2023-01-16 00:00:00,Assembly Line,Production,Plastic,Low,4,Morning,Routine,Humid
362,2023-01-16 01:00:00,Assembly Line,Production,Tools,Low,1,Morning,Routine,Rainy
363,2023-01-16 02:00:00,Assembly Line,Maintenance,Metal Scrap,Low,2,Morning,Audit,Dusty
364,2023-01-16 03:00:00,Warehouse,Logistics,Metal Scrap,Low,7,Night,Audit,Clear
365,2023-01-16 04:00:00,Assembly Line,Quality,Tools,Low,3,Evening,Routine,Dusty
366,2023-01-16 05:00:00,Warehouse,Maintenance,Tools,Low,3,Evening,Audit,Clear
367,2023-01-16 06:00:00,Assembly Line,Logistics,Tools,Medium,1,Evening,Random,Clear
368,2023-01-16 07:00:00,Hangar,Quality,Metal Scrap,Medium,1,Evening,Routine,Humid
369,2023-01-16 08:00:00,Assembly Line,Maintenance,Tools,Low,3,Evening,Routine,Clear
370,2023-01-16 09:00:00,Warehouse,Maintenance,Plastic,Low,2,Evening,Routine,Clear
371,2023-01-16 10:00:00,Taxiway,Logistics,Rubber,High,1,Evening,Routine,Rainy
372,2023-01-16 11:00:00,Assembly Line,Maintenance,Tools,Low,2,Morning,Routine,Clear
373,2023-01-16 12:00:00,Taxiway,Production,Plastic,Medium,3,Evening,Routine,Clear
374,2023-01-16 13:00:00,Hangar,Production,Metal Scrap,High,1,Morning,Routine,Clear
375,2023-01-16 14:00:00,Runway,Quality,Metal Scrap,Medium,7,Morning,Routine,Clear
376,2023-01-16 15:00:00,Hangar,Maintenance,Metal Scrap,Low,7,Morning,Routine,Humid
377,2023-01-16 16:00:00,Assembly Line,Production,Rubber,Low,3,Night,Random,Dusty
378,2023-01-16 17:00:00,Taxiway,Logistics,Tools,Low,7,Evening,Audit,Clear
379,2023-01-16 18:00:00,Taxiway,Logistics,Tools,Low,2,Morning,Random,Rainy
380,2023-01-16 19:00:00,Warehouse,Logistics,Plastic,Low,1,Night,Audit,Clear
381,2023-01-16 20:00:00,Taxiway,Production,Metal Scrap,Low,1,Evening,Routine,Rainy
382,2023-01-16 21:00:00,Warehouse,Maintenance,Metal Scrap,Medium,2,Morning,Audit,Dusty
383,2023-01-16 22:00:00,Runway,Maintenance,Metal Scrap,Low,1,Morning,Random,Humid
384,2023-01-16 23:00:00,Assembly Line,Maintenance,Metal Scrap,Medium,1,Evening,Random,Clear
385,2023-01-17 00:00:00,Warehouse,Quality,Metal Scrap,Low,5,Night,Routine,Clear
386,2023-01-17 01:00:00,Runway,Maintenance,Glass,Low,2,Evening,Random,Rainy
387,2023-01-17 02:00:00,Taxiway,Production,Tools,High,4,Evening,Routine,Humid
388,2023-01-17 03:00:00,Taxiway,Production,Tools,Low,6,Evening,Routine,Humid
389,2023-01-17 04:00:00,Runway,Maintenance,Plastic,Medium,1,Morning,Audit,Clear
390,2023-01-17 05:00:00,Taxiway,Logistics,Tools,Low,2,Morning,Audit,Dusty
391,2023-01-17 06:00:00,Runway,Quality,Glass,Low,3,Morning,Routine,Clear
392,2023-01-17 07:00:00,Warehouse,Quality,Glass,Low,1,Night,Random,Humid
393,2023-01-17 08:00:00,Warehouse,Production,Plastic,Low,3,Evening,Audit,Clear
394,2023-01-17 09:00:00,Runway,Quality,Metal Scrap,Low,8,Morning,Audit,Clear
395,2023-01-17 10:00:00,Warehouse,Logistics,Rubber,Low,7,Night,Routine,Dusty
396,2023-01-17 11:00:00,Warehouse,Maintenance,Metal Scrap,Medium,3,Evening,Random,Dusty
397,2023-01-17 12:00:00,Warehouse,Quality,Plastic,Medium,2,Morning,Audit,Humid
398,2023-01-17 13:00:00,Hangar,Quality,Tools,Low,1,Morning,Routine,Clear
399,2023-01-17 14:00:00,Assembly Line,Production,Metal Scrap,Medium,5,Evening,Random,Clear
400,2023-01-17 15:00:00,Taxiway,Logistics,Rubber,Medium,3,Evening,Audit,Dusty
401,2023-01-17 16:00:00,Hangar,Production,Glass,Low,5,Evening,Random,Humid
402,2023-01-17 17:00:00,Warehouse,Production,Rubber,Medium,6,Morning,Routine,Clear
403,2023-01-17 18:00:00,Runway,Quality,Metal Scrap,Low,7,Morning,Audit,Clear
404,2023-01-17 19:00:00,Warehouse,Production,Metal Scrap,Low,1,Night,Routine,Dusty
405,2023-01-17 20:00:00,Assembly Line,Production,Glass,Low,2,Night,Routine,Clear
406,2023-01-17 21:00:00,Warehouse,Quality,Metal Scrap,Low,3,Evening,Routine,Dusty
407,2023-01-17 22:00:00,Runway,Quality,Tools,Medium,1,Night,Routine,Clear
408,2023-01-17 23:00:00,Assembly Line,Quality,Tools,Low,1,Evening,Random,Clear
409,2023-01-18 00:00:00,Warehouse,Maintenance,Metal Scrap,Low,1,Morning,Routine,Clear
410,2023-01-18 01:00:00,Assembly Line,Logistics,Rubber,Low,3,Morning,Routine,Clear
411,2023-01-18 02:00:00,Taxiway,Maintenance,Metal Scrap,Low,3,Morning,Routine,Clear
412,2023-01-18 03:00:00,Taxiway,Quality,Tools,Medium,2,Morning,Routine,Dusty
413,2023-01-18 04:00:00,Warehouse,Logistics,Metal Scrap,High,1,Evening,Routine,Humid
414,2023-01-18 05:00:00,Assembly Line,Production,Tools,Low,2,Night,Audit,Clear
415,2023-01-18 06:00:00,Runway,Logistics,Metal Scrap,Medium,3,Evening,Routine,Clear
416,2023-01-18 07:00:00,Warehouse,Quality,Plastic,Low,2,Morning,Random,Clear
417,2023-01-18 08:00:00,Taxiway,Maintenance,Glass,Medium,7,Morning,Random,Clear
418,2023-01-18 09:00:00,Taxiway,Logistics,Rubber,High,3,Evening,Routine,Clear
419,2023-01-18 10:00:00,Warehouse,Production,Plastic,Medium,2,Morning,Routine,Clear
420,2023-01-18 11:00:00,Assembly Line,Maintenance,Plastic,High,1,Night,Random,Clear
421,2023-01-18 12:00:00,Taxiway,Maintenance,Rubber,Low,3,Morning,Routine,Dusty
422,2023-01-18 13:00:00,Assembly Line,Maintenance,Tools,Low,3,Evening,Random,Humid
423,2023-01-18 14:00:00,Taxiway,Maintenance,Tools,Low,3,Evening,Random,Dusty
424,2023-01-18 15:00:00,Taxiway,Production,Rubber,Medium,2,Morning,Routine,Clear
425,2023-01-18 16:00:00,Hangar,Quality,Plastic,Low,2,Morning,Routine,Dusty
426,2023-01-18 17:00:00,Taxiway,Production,Metal Scrap,Low,6,Morning,Random,Clear
427,2023-01-18 18:00:00,Runway,Quality,Plastic,Low,1,Night,Routine,Clear
428,2023-01-18 19:00:00,Warehouse,Quality,Metal Scrap,Medium,1,Evening,Random,Clear
429,2023-01-18 20:00:00,Warehouse,Logistics,Rubber,Medium,1,Night,Random,Humid
430,2023-01-18 21:00:00,Assembly Line,Production,Plastic,Medium,2,Evening,Routine,Clear
431,2023-01-18 22:00:00,Taxiway,Quality,Rubber,Low,5,Morning,Routine,Clear
432,2023-01-18 23:00:00,Runway,Production,Metal Scrap,Low,1,Evening,Random,Rainy
433,2023-01-19 00:00:00,Assembly Line,Production,Glass,Low,5,Night,Random,Clear
434,2023-01-19 01:00:00,Hangar,Quality,Plastic,Low,3,Night,Routine,Clear
435,2023-01-19 02:00:00,Assembly Line,Quality,Rubber,Medium,1,Evening,Routine,Clear
436,2023-01-19 03:00:00,Assembly Line,Maintenance,Tools,Medium,1,Morning,Routine,Humid
437,2023-01-19 04:00:00,Taxiway,Logistics,Metal Scrap,Low,3,Evening,Routine,Clear
438,2023-01-19 05:00:00,Hangar,Quality,Metal Scrap,Medium,1,Evening,Routine,Clear
439,2023-01-19 06:00:00,Assembly Line,Quality,Metal Scrap,Low,6,Evening,Audit,Dusty
440,2023-01-19 07:00:00,Runway,Quality,Tools,Low,5,Morning,Routine,Clear
441,2023-01-19 08:00:00,Runway,Logistics,Metal Scrap,Medium,5,Morning,Routine,Rainy
442,2023-01-19 09:00:00,Warehouse,Production,Tools,Low,1,Morning,Routine,Clear
443,2023-01-19 10:00:00,Hangar,Maintenance,Plastic,Medium,1,Evening,Random,Humid
444,2023-01-19 11:00:00,Hangar,Maintenance,Tools,Medium,2,Evening,Random,Clear
445,2023-01-19 12:00:00,Warehouse,Production,Metal Scrap,Medium,1,Morning,Routine,Clear
446,2023-01-19 13:00:00,Assembly Line,Logistics,Tools,Low,2,Night,Routine,Clear
447,2023-01-19 14:00:00,Hangar,Logistics,Rubber,Low,1,Evening,Routine,Clear
448,2023-01-19 15:00:00,Runway,Quality,Tools,Low,1,Morning,Routine,Dusty
449,2023-01-19 16:00:00,Runway,Logistics,Metal Scrap,High,2,Evening,Routine,Humid
450,2023-01-19 17:00:00,Taxiway,Logistics,Plastic,Low,6,Evening,Routine,Dusty
451,2023-01-19 18:00:00,Hangar,Quality,Plastic,Medium,6,Night,Random,Dusty
452,2023-01-19 19:00:00,Assembly Line,Production,Metal Scrap,Low,2,Night,Random,Clear
453,2023-01-19 20:00:00,Warehouse,Maintenance,Metal Scrap,Medium,3,Night,Audit,Humid
454,2023-01-19 21:00:00,Warehouse,Production,Tools,Medium,2,Morning,Audit,Clear
455,2023-01-19 22:00:00,Assembly Line,Production,Tools,Low,1,Evening,Audit,Clear
456,2023-01-19 23:00:00,Taxiway,Quality,Metal Scrap,Low,1,Evening,Routine,Clear
457,2023-01-20 00:00:00,Warehouse,Production,Tools,Low,2,Evening,Routine,Humid
458,2023-01-20 01:00:00,Hangar,Logistics,Metal Scrap,Medium,2,Evening,Routine,Clear
459,2023-01-20 02:00:00,Taxiway,Production,Metal Scrap,Medium,2,Morning,Routine,Clear
460,2023-01-20 03:00:00,Hangar,Production,Plastic,Low,2,Morning,Routine,Clear
461,2023-01-20 04:00:00,Runway,Quality,Tools,Low,2,Night,Routine,Clear
462,2023-01-20 05:00:00,Taxiway,Quality,Rubber,Low,3,Evening,Routine,Clear
463,2023-01-20 06:00:00,Warehouse,Maintenance,Rubber,Medium,5,Morning,Routine,Clear
464,2023-01-20 07:00:00,Taxiway,Logistics,Rubber,Low,5,Evening,Routine,Humid
465,2023-01-20 08:00:00,Taxiway,Logistics,Metal Scrap,Medium,2,Night,Random,Clear
466,2023-01-20 09:00:00,Taxiway,Maintenance,Tools,Low,3,Morning,Routine,Humid
467,2023-01-20 10:00:00,Taxiway,Maintenance,Tools,Medium,7,Evening,Routine,Dusty
468,2023-01-20 11:00:00,Hangar,Quality,Rubber,Low,3,Night,Random,Clear
469,2023-01-20 12:00:00,Runway,Maintenance,Tools,Low,3,Night,Routine,Clear
470,2023-01-20 13:00:00,Assembly Line,Production,Metal Scrap,Low,5,Morning,Audit,Humid
471,2023-01-20 14:00:00,Taxiway,Maintenance,Tools,High,1,Morning,Audit,Clear
472,2023-01-20 15:00:00,Warehouse,Production,Metal Scrap,Medium,1,Morning,Routine,Dusty
473,2023-01-20 16:00:00,Taxiway,Maintenance,Rubber,Low,6,Morning,Routine,Humid
474,2023-01-20 17:00:00,Warehouse,Quality,Tools,Low,7,Evening,Random,Clear
475,2023-01-20 18:00:00,Hangar,Logistics,Plastic,High,1,Morning,Routine,Dusty
476,2023-01-20 19:00:00,Warehouse,Production,Metal Scrap,Medium,1,Morning,Routine,Clear
477,2023-01-20 20:00:00,Assembly Line,Logistics,Tools,Medium,5,Morning,Routine,Clear
478,2023-01-20 21:00:00,Runway,Production,Tools,High,1,Night,Routine,Humid
479,2023-01-20 22:00:00,Warehouse,Logistics,Plastic,Low,3,Night,Random,Dusty
480,2023-01-20 23:00:00,Warehouse,Quality,Rubber,Medium,1,Evening,Audit,Clear
481,2023-01-21 00:00:00,Runway,Production,Plastic,Low,2,Night,Random,Clear
482,2023-01-21 01:00:00,Assembly Line,Maintenance,Tools,Low,2,Evening,Routine,Clear
483,2023-01-21 02:00:00,Taxiway,Quality,Rubber,Low,2,Morning,Random,Dusty
484,2023-01-21 03:00:00,Warehouse,Logistics,Tools,Low,3,Morning,Routine,Clear
485,2023-01-21 04:00:00,Runway,Production,Tools,Low,5,Evening,Random,Clear
486,2023-01-21 05:00:00,Hangar,Quality,Plastic,Medium,3,Night,Random,Humid
487,2023-01-21 06:00:00,Runway,Logistics,Tools,Low,3,Evening,Random,Rainy
488,2023-01-21 07:00:00,Hangar,Production,Tools,Low,2,Night,Routine,Humid
489,2023-01-21 08:00:00,Assembly Line,Production,Metal Scrap,Medium,7,Evening,Routine,Humid
490,2023-01-21 09:00:00,Taxiway,Quality,Plastic,Low,1,Evening,Random,Dusty
491,2023-01-21 10:00:00,Runway,Logistics,Metal Scrap,High,1,Morning,Routine,Clear
492,2023-01-21 11:00:00,Warehouse,Logistics,Metal Scrap,Low,2,Morning,Random,Clear
493,2023-01-21 12:00:00,Assembly Line,Production,Metal Scrap,Low,5,Morning,Random,Clear
494,2023-01-21 13:00:00,Runway,Logistics,Plastic,Low,6,Evening,Random,Clear
495,2023-01-21 14:00:00,Warehouse,Maintenance,Metal Scrap,Low,7,Morning,Routine,Dusty
496,2023-01-21 15:00:00,Runway,Maintenance,Glass,Low,1,Night,Random,Clear
497,2023-01-21 16:00:00,Hangar,Production,Plastic,Medium,2,Morning,Routine,Dusty
498,2023-01-21 17:00:00,Runway,Logistics,Tools,Low,3,Morning,Routine,Clear
499,2023-01-21 18:00:00,Runway,Production,Tools,High,5,Morning,Routine,Clear
500,2023-01-21 19:00:00,Runway,Maintenance,Metal Scrap,Medium,3,Evening,Routine,Clear
501,2023-01-21 20:00:00,Assembly Line,Production,Rubber,Medium,6,Night,Routine,Clear
502,2023-01-21 21:00:00,Runway,Production,Metal Scrap,Low,1,Morning,Random,Clear
503,2023-01-21 22:00:00,Warehouse,Quality,Metal Scrap,Low,3,Morning,Audit,Humid
504,2023-01-21 23:00:00,Hangar,Quality,Plastic,High,2,Night,Audit,Humid
505,2023-01-22 00:00:00,Hangar,Maintenance,Metal Scrap,Low,5,Night,Random,Rainy
506,2023-01-22 01:00:00,Runway,Logistics,Tools,Low,1,Morning,Routine,Clear
507,2023-01-22 02:00:00,Assembly Line,Maintenance,Rubber,Low,3,Evening,Audit,Clear
508,2023-01-22 03:00:00,Assembly Line,Logistics,Plastic,High,3,Evening,Routine,Clear
509,2023-01-22 04:00:00,Warehouse,Logistics,Metal Scrap,Medium,1,Night,Routine,Clear
510,2023-01-22 05:00:00,Runway,Quality,Rubber,Low,4,Morning,Random,Rainy
511,2023-01-22 06:00:00,Hangar,Quality,Tools,Low,3,Evening,Routine,Clear
512,2023-01-22 07:00:00,Assembly Line,Maintenance,Tools,Medium,1,Night,Routine,Clear
513,2023-01-22 08:00:00,Runway,Maintenance,Plastic,Low,6,Evening,Random,Humid
514,2023-01-22 09:00:00,Assembly Line,Maintenance,Metal Scrap,Low,5,Evening,Routine,Dusty
515,2023-01-22 10:00:00,Assembly Line,Quality,Tools,Low,1,Night,Random,Humid
516,2023-01-22 11:00:00,Hangar,Quality,Tools,High,1,Evening,Audit,Clear
517,2023-01-22 12:00:00,Taxiway,Production,Rubber,Low,2,Morning,Routine,Clear
518,2023-01-22 13:00:00,Warehouse,Maintenance,Tools,Medium,2,Evening,Routine,Clear
519,2023-01-22 14:00:00,Warehouse,Production,Metal Scrap,Low,3,Evening,Audit,Clear
520,2023-01-22 15:00:00,Hangar,Logistics,Tools,Low,1,Morning,Random,Clear
521,2023-01-22 16:00:00,Assembly Line,Maintenance,Plastic,Medium,1,Morning,Audit,Clear
522,2023-01-22 17:00:00,Runway,Quality,Tools,Low,6,Night,Routine,Clear
523,2023-01-22 18:00:00,Assembly Line,Maintenance,Metal Scrap,Low,4,Night,Random,Clear
524,2023-01-22 19:00:00,Hangar,Maintenance,Metal Scrap,Medium,1,Evening,Random,Dusty
525,2023-01-22 20:00:00,Warehouse,Quality,Metal Scrap,Medium,6,Evening,Routine,Humid
526,2023-01-22 21:00:00,Assembly Line,Quality,Plastic,Medium,1,Evening,Random,Clear
527,2023-01-22 22:00:00,Warehouse,Logistics,Rubber,Low,2,Evening,Random,Clear
528,2023-01-22 23:00:00,Runway,Maintenance,Metal Scrap,Low,3,Morning,Random,Clear
529,2023-01-23 00:00:00,Warehouse,Maintenance,Tools,Medium,3,Evening,Routine,Clear
530,2023-01-23 01:00:00,Warehouse,Maintenance,Tools,Medium,2,Morning,Audit,Humid
531,2023-01-23 02:00:00,Taxiway,Maintenance,Tools,Low,1,Night,Audit,Humid
532,2023-01-23 03:00:00,Taxiway,Logistics,Tools,Low,2,Evening,Random,Rainy
533,2023-01-23 04:00:00,Taxiway,Maintenance,Plastic,Low,2,Morning,Random,Clear
534,2023-01-23 05:00:00,Warehouse,Logistics,Tools,Medium,6,Night,Random,Clear
535,2023-01-23 06:00:00,Hangar,Logistics,Rubber,Low,2,Morning,Routine,Clear
536,2023-01-23 07:00:00,Warehouse,Quality,Tools,Low,4,Evening,Routine,Clear
537,2023-01-23 08:00:00,Hangar,Maintenance,Metal Scrap,Medium,1,Night,Routine,Clear
538,2023-01-23 09:00:00,Hangar,Quality,Glass,Medium,2,Evening,Random,Clear
539,2023-01-23 10:00:00,Taxiway,Logistics,Metal Scrap,Low,1,Night,Random,Dusty
540,2023-01-23 11:00:00,Assembly Line,Production,Plastic,Medium,5,Night,Routine,Rainy
541,2023-01-23 12:00:00,Runway,Production,Tools,Low,1,Night,Random,Clear
542,2023-01-23 13:00:00,Taxiway,Maintenance,Plastic,High,6,Night,Routine,Dusty
543,2023-01-23 14:00:00,Taxiway,Production,Tools,High,2,Morning,Routine,Clear
544,2023-01-23 15:00:00,Assembly Line,Quality,Metal Scrap,High,5,Evening,Routine,Clear
545,2023-01-23 16:00:00,Runway,Production,Tools,Medium,2,Evening,Random,Dusty
546,2023-01-23 17:00:00,Warehouse,Production,Plastic,Low,2,Night,Routine,Dusty
547,2023-01-23 18:00:00,Warehouse,Logistics,Plastic,Medium,1,Evening,Random,Clear
548,2023-01-23 19:00:00,Taxiway,Quality,Glass,Low,3,Evening,Routine,Clear
549,2023-01-23 20:00:00,Runway,Maintenance,Plastic,Low,1,Night,Routine,Clear
550,2023-01-23 21:00:00,Taxiway,Quality,Metal Scrap,Low,3,Morning,Routine,Clear
551,2023-01-23 22:00:00,Hangar,Quality,Metal Scrap,Medium,1,Morning,Routine,Clear
552,2023-01-23 23:00:00,Taxiway,Maintenance,Plastic,Medium,1,Evening,Routine,Clear
553,2023-01-24 00:00:00,Taxiway,Quality,Rubber,Low,7,Evening,Routine,Clear
554,2023-01-24 01:00:00,Warehouse,Logistics,Plastic,High,4,Morning,Routine,Humid
555,2023-01-24 02:00:00,Warehouse,Maintenance,Tools,Low,1,Morning,Random,Rainy
556,2023-01-24 03:00:00,Warehouse,Logistics,Rubber,Medium,2,Night,Random,Clear
557,2023-01-24 04:00:00,Hangar,Quality,Metal Scrap,Medium,1,Evening,Routine,Dusty
558,2023-01-24 05:00:00,Warehouse,Production,Tools,Low,2,Morning,Routine,Clear
559,2023-01-24 06:00:00,Runway,Maintenance,Tools,High,6,Morning,Audit,Rainy
560,2023-01-24 07:00:00,Assembly Line,Maintenance,Metal Scrap,Low,2,Morning,Routine,Rainy
561,2023-01-24 08:00:00,Runway,Production,Plastic,Medium,4,Morning,Routine,Clear
562,2023-01-24 09:00:00,Runway,Production,Metal Scrap,Low,1,Evening,Audit,Dusty
